case;group;in_geraete_anzahl;in_geraete_kompetenz;in_minuten;in_adoption;ki_einstellung_arbeit;ki_einstellung_sozial;ki_einstellung_individuell;ki_einstellung_bildung;ki_einstellung_entscheidungen;ki_profit;ki_gehoert;ki_quelle_massenmedien;ki_quelle_internet;ki_quelle_arbeit;ki_quelle_privat;ki_beispiele;ki_anwendungen_bild;ki_anwendungen_video;ki_anwendungen_text;ki_anwendungen_musik;ki_anwendungen_uebersetzung;ki_anwendungen_transkription;ki_anwendungen_beschreibung;ki_anwendungen_vorlesen;ki_anwendungen_empfehlung;ki_anwendungen_konversation;ki_anwendungen_navigation;cg_kennen;cg_erinnern;cg_erinnern_wochen;cg_erinnern_quelle;cg_nutzen;cg_nutzen_wochen;cg_nutzen_allein;cg_nutzen_gezeigt;cg_nutzen_eindruck;cg_nutzen_privat;cg_nutzen_beruflich;cg_nutzen_aktivitaeten;cg_gesprochen_privat;cg_gesprochen_beruflich;cg_adoption_advantage_01;cg_adoption_advantage_02;cg_adoption_advantage_03;cg_adoption_advantage_04;cg_adoption_fearofuse_01;cg_adoption_fearofuse_02;cg_adoption_fearofuse_03;cg_adoption_fearofuse_04;cg_adoption_social_01;cg_adoption_social_02;cg_adoption_social_03;cg_adoption_social_04;cg_adoption_easeofuse_01;cg_adoption_easeofuse_02;cg_adoption_easeofuse_03;cg_adoption_easeofuse_04;cg_adoption_evaluation_01;cg_adoption_evaluation_02;cg_adoption_evaluation_03;cg_adoption_evaluation_04;sd_geschlecht;sd_geburtsjahr;sd_alter;sd_abschluss;sd_ausbildung;sd_ausbildung_keine;sd_ausbildung_lehre;sd_ausbildung_meisterin;sd_ausbildung_studium;sd_ausbildung_promotion;sd_bereich;sd_haushalt;q_anmerkungen;q_started;q_time;q_completed
633;1 Unkenntnis KI;3;2;90;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;2;4;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1976;47;(Fach-) Abitur;1;1;2;1;1;1;In einem anderen Bereich.;3;NA;2023-04-24T22:13:20Z;225;TRUE
634;1 Unkenntnis KI;4;2;75;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;3;4;4;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1969;54;(Fach-) Abitur;1;1;1;2;1;1;Soziales, Pflege, Medizin;5;NA;2023-04-24T22:14:11Z;112;TRUE
635;4 Nutzung ChatGPT;3;3;240;Ich probiere neue Angebote sofort aus.;5;4;4;5;4;eher profitieren;ja;1;1;2;2;Robot i;3;3;3;3;4;3;3;3;-9;4;4;ja;ja;24;aus Internetforen und Plattformen;ja, direkt nachdem ich davon gehört hatte;22;privat mit anderen;selbst ausprobiert;eher überzeugend;4;4;Chatten und austauschen;2;3;3;3;4;4;3;4;4;3;3;3;2;4;5;3;4;3;3;4;4;4;männlich;1985;38;10. Klasse;1;1;2;1;1;1;Verkehr, Logistik, Sicherheit;3;Toll;2023-04-24T22:16:57Z;208;TRUE
636;1 Unkenntnis KI;4;4;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;2;4;3;4;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1998;25;(Fach-) Abitur;1;1;2;1;1;1;Ich befinde mich noch in einer Ausbildung.;3;NA;2023-04-24T22:24:48Z;157;TRUE
637;1 Unkenntnis KI;2;0;180;Ich probiere neue Angebote eher schnell aus.;4;2;3;2;2;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1972;51;9. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;2;NA;2023-04-24T22:25:44Z;234;TRUE
638;4 Nutzung ChatGPT;3;3;160;Ich probiere neue Angebote eher schnell aus.;4;4;4;4;4;eher profitieren;ja;3;3;3;3;NA;2;2;2;2;2;2;2;2;2;2;2;ja;nein;NA;NA;ja, aber erst später;8;allein;selbst ausprobiert;[NA] nicht beantwortet;2;1;NA;2;2;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;4;4;4;männlich;1986;37;9. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;1;NA;2023-04-24T22:28:41Z;220;TRUE
642;4 Nutzung ChatGPT;4;4;15;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;3;3;3;eher profitieren;ja;2;4;5;4;"ChatGPT;Amazon Alexa";2;2;3;1;4;3;3;3;1;2;3;ja;ja;16;aus Massenmedien (online oder offline);ja, direkt nachdem ich davon gehört hatte;0;allein;[NA] nicht beantwortet;eher überzeugend;4;2;Ich diskutiere gerne über alles mögliche;-9;-9;3;1;4;3;4;-1;-1;2;2;2;1;2;4;1;4;3;4;3;4;3;männlich;2000;23;(Fach-) Abitur;1;2;1;1;1;1;Ich befinde mich noch in einer Ausbildung.;5;NA;2023-04-24T22:49:41Z;607;TRUE
643;3 Nichtnutzung ChatGPT;4;1;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;4;4;3;eher profitieren;ja;2;3;4;4;die Namen habe ich mir nicht gemerkt;1;1;1;1;3;1;1;1;1;1;2;ja;ja;2;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;4;-1;4;3;-1;3;1;1;3;-1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1956;67;(Fach-) Abitur;1;1;1;2;1;1;In einem anderen Bereich.;1;NA;2023-04-24T23:16:01Z;861;TRUE
644;1 Unkenntnis KI;2;2;70;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;3;4;2;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1964;59;10. Klasse;1;1;2;1;1;1;Hausarbeit;1;nein;2023-04-24T23:27:00Z;288;TRUE
645;3 Nichtnutzung ChatGPT;1;0;5;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;4;1;3;2;2;eher nicht profitieren;ja;3;5;5;4;fällt mir grad nichts ein;2;2;2;1;2;1;1;1;1;2;3;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;3;-1;4;-1;4;3;1;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1956;67;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;1;Das ist für mich noch zu neu, um dazu eine Meinung abzugeben;2023-04-24T23:37:57Z;517;TRUE
647;3 Nichtnutzung ChatGPT;10;10;180;Ich probiere neue Angebote eher schnell aus.;3;2;2;3;4;eher nicht profitieren;ja;4;4;4;5;Chat GPT;1;1;2;1;4;3;1;2;2;2;4;ja;ja;4;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;2;-1;3;4;4;4;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1974;49;(Fach-) Abitur;1;1;2;1;1;1;Schule, Bildung, Wissenschaft;1;NA;2023-04-25T01:39:30Z;401;TRUE
648;1 Unkenntnis KI;2;2;120;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;1;2;1;4;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1962;61;(Fach-) Abitur;1;1;2;1;1;1;Soziales, Pflege, Medizin;3;NA;2023-04-25T01:46:26Z;127;TRUE
649;4 Nutzung ChatGPT;4;4;120;Ich probiere neue Angebote sofort aus.;4;4;3;4;4;sicher profitieren;ja;2;2;2;2;Chat GPt;2;3;2;3;2;3;3;3;3;3;4;ja;ja;6;aus Internetforen und Plattformen;ja, direkt nachdem ich davon gehört hatte;6;privat mit anderen;selbst ausprobiert;eher überzeugend;3;3;Texte erfinden;2;2;2;4;4;4;4;4;4;4;4;5;3;3;3;4;3;3;4;3;4;3;männlich;1990;33;10. Klasse;1;1;1;2;1;1;Soziales, Pflege, Medizin;4;Keine;2023-04-25T02:13:11Z;169;TRUE
650;1 Unkenntnis KI;2;2;120;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;1;2;2;3;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1982;41;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;2;Nein.;2023-04-25T03:57:35Z;174;TRUE
651;1 Unkenntnis KI;2;2;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;4;4;2;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1985;38;(Fach-) Abitur;1;1;2;1;1;1;In einem anderen Bereich.;3;NA;2023-04-25T06:17:40Z;132;TRUE
652;3 Nichtnutzung ChatGPT;12;12;150;Ich probiere neue Angebote eher schnell aus.;4;3;3;4;4;eher profitieren;ja;2;3;4;4;"Siri; Alexa";1;2;2;2;3;3;1;3;3;2;4;ja;ja;2;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;-1;3;-1;3;-1;-1;2;1;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1969;54;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;2;Beleuchtet das Thema umfassender. Mit ChatGPT kennen sich wahrscheinlich die wenigsten aus. Mit anderen KI's wie Routenplanern, Siri&Co aber wesentlich mehr.;2023-04-25T06:36:33Z;741;TRUE
653;3 Nichtnutzung ChatGPT;3;3;360;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;2;3;3;eher profitieren;ja;4;4;4;4;fällt mir nicht ein;1;1;2;1;4;1;1;2;1;1;1;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1964;59;(Fach-) Abitur;2;1;1;1;2;2;Schule, Bildung, Wissenschaft;1;NA;2023-04-25T06:51:37Z;321;TRUE
654;4 Nutzung ChatGPT;5;5;500;Ich probiere neue Angebote sofort aus.;4;4;4;4;4;eher profitieren;ja;2;2;3;4;ChatGPT;2;1;3;1;4;1;1;3;1;1;1;ja;nein;NA;NA;ja, direkt nachdem ich davon gehört hatte;12;allein;selbst ausprobiert;unbestimmt;2;1;Lustige Fragen stellen, wo ich mir sicher bin, das ChatGPT eigentlich keine Antwort haben kann;1;1;1;1;1;2;2;1;1;2;1;1;2;3;4;4;2;2;2;1;2;2;männlich;1984;39;(Fach-) Abitur;1;1;1;1;2;1;Handel, Finanzen, Verwaltung;2;NA;2023-04-25T06:57:33Z;363;TRUE
655;1 Unkenntnis KI;0;0;1;[NA] nicht beantwortet;-9;-9;-9;-9;-9;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1982;41;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;4;NA;2023-04-25T07:08:59Z;263;TRUE
656;1 Unkenntnis KI;4;4;120;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;4;4;3;2;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1969;54;(Fach-) Abitur;1;1;2;1;1;1;Soziales, Pflege, Medizin;4;NA;2023-04-25T07:09:17Z;152;TRUE
660;1 Unkenntnis KI;3;3;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;2;3;2;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1969;54;10. Klasse;1;1;2;1;1;1;Verarbeitung, Produktion, Technik;2;NA;2023-04-25T07:19:01Z;100;TRUE
661;3 Nichtnutzung ChatGPT;1;1;20;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;3;2;3;eher nicht profitieren;ja;3;3;5;5;Chatbots, Chatgpt;1;1;1;1;3;1;1;1;1;2;2;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1978;45;(Fach-) Abitur;1;1;1;1;2;1;Soziales, Pflege, Medizin;2;NA;2023-04-25T07:33:42Z;261;TRUE
662;1 Unkenntnis KI;4;4;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;1;3;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1963;60;9. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;1;NA;2023-04-25T07:34:19Z;152;TRUE
664;4 Nutzung ChatGPT;16;16;240;Ich probiere neue Angebote eher schnell aus.;4;4;4;5;3;eher profitieren;ja;3;2;1;2;"BSI; Mobiltelefone; Intern-Arbeit, Suchsysteme; intern-Arbeit, systeme die Aufträge sortieren;";2;2;3;3;4;3;2;3;3;3;4;ja;nein;NA;NA;ja, aber erst später;15;privat mit anderen;selbst ausprobiert;unbestimmt;4;1;Schreiben mit privaten Personen im Ausland. Ich kann leider nicht so gut französich;2;1;3;1;4;3;4;3;3;2;2;1;1;2;4;3;3;3;3;4;4;5;männlich;1977;46;(Fach-) Abitur;2;1;2;2;1;1;Verarbeitung, Produktion, Technik;1;nein, es kommt ja immer wieder etwas Neues;2023-04-25T07:42:50Z;467;TRUE
665;1 Unkenntnis KI;2;0;300;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;5;5;3;5;4;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;NA;NA;(Fach-) Abitur;2;1;2;2;1;1;In einem anderen Bereich.;2;Nein;2023-04-25T08:06:45Z;335;TRUE
666;1 Unkenntnis KI;2;2;10;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;3;1;2;2;1;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1974;49;10. Klasse;1;1;2;1;1;1;Hausarbeit;2;NA;2023-04-25T08:06:46Z;223;TRUE
667;4 Nutzung ChatGPT;15;15;120;Ich probiere neue Angebote sofort aus.;5;2;4;4;4;eher profitieren;ja;2;3;3;2;ChatGPT;2;2;4;1;4;3;1;2;4;4;4;ja;ja;20;aus Massenmedien (online oder offline);ja, aber erst später;10;allein;selbst ausprobiert;eher überzeugend;2;4;Texte und Informationen erstellen lassen.;3;3;-1;4;5;-1;2;1;3;1;4;3;4;2;4;4;5;4;4;4;5;5;männlich;1986;37;(Fach-) Abitur;1;1;2;1;1;1;IT, Informatik, EDV;3;NA;2023-04-25T08:27:10Z;314;TRUE
668;3 Nichtnutzung ChatGPT;2;1;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;3;3;3;eher nicht profitieren;ja;3;3;5;4;NA;1;2;2;2;2;2;2;2;2;3;3;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;3;2;4;1;2;4;2;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1956;67;(Fach-) Abitur;1;1;1;1;1;2;In einem anderen Bereich.;2;NA;2023-04-25T08:53:02Z;339;TRUE
669;1 Unkenntnis KI;4;3;40;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;3;4;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1974;49;10. Klasse;1;1;2;1;1;1;Hausarbeit;2;NA;2023-04-25T08:53:50Z;130;TRUE
670;3 Nichtnutzung ChatGPT;3;3;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;3;4;3;eher profitieren;ja;3;3;4;4;kenne die Namen nicht;2;1;2;2;2;3;2;3;2;4;4;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;-1;2;3;-1;-1;3;2;1;-1;-1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1967;56;(Fach-) Abitur;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;2;NA;2023-04-25T09:02:56Z;508;TRUE
671;3 Nichtnutzung ChatGPT;3;3;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;5;3;4;5;4;eher profitieren;ja;3;3;5;3;Erstellen von Kunst, Nutzung bei medizinischen Diagnosen, Autonomes Fahren,;2;2;2;2;2;2;2;3;2;3;4;ja;ja;12;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;4;3;4;3;3;1;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1962;61;(Fach-) Abitur;1;1;2;1;1;1;Hausarbeit;2;Chat GPT Werde ich noch ausprobieren;2023-04-25T09:07:42Z;609;TRUE
674;2 Unkenntnis ChatGPT;5;5;180;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;3;4;2;eher nicht profitieren;ja;5;3;4;4;Alexa von amazon;1;1;2;1;3;2;1;2;2;2;3;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1970;53;10. Klasse;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;1;NA;2023-04-25T09:37:18Z;304;TRUE
675;1 Unkenntnis KI;1;1;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;4;4;4;4;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;NA;NA;(Fach-) Abitur;1;1;1;2;1;1;In einem anderen Bereich.;2;NA;2023-04-25T09:41:14Z;214;TRUE
676;2 Unkenntnis ChatGPT;6;4;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;1;4;2;4;eher profitieren;ja;3;3;4;3;"Empfehlungen/Vorschläge von Streamingdiensten; das I-Phone erkennt mein Gesicht; teils Wetterberichtserstattung; Suchmaschinen wie Google nutzten KI";-1;2;2;3;3;2;2;2;2;2;3;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1977;46;(Fach-) Abitur;1;1;2;1;1;1;In einem anderen Bereich.;1;NA;2023-04-25T09:43:33Z;545;TRUE
677;1 Unkenntnis KI;5;5;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;3;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1961;62;9. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;2;NA;2023-04-25T09:50:19Z;110;TRUE
679;4 Nutzung ChatGPT;7;7;120;Ich probiere neue Angebote eher schnell aus.;4;2;4;2;3;eher profitieren;ja;2;1;4;3;Chatgpt, jaspersi, funnelai, textsonic ai;3;2;4;2;3;1;2;-1;1;2;2;ja;ja;8;aus Internetforen und Plattformen;ja, direkt nachdem ich davon gehört hatte;8;allein;selbst ausprobiert;[NA] nicht beantwortet;4;4;Emails beantworten, KI als persönliche Assistenz für meine Unternehmen konfiguriert;3;3;-1;3;4;3;4;4;3;3;3;2;2;-1;4;3;4;4;3;4;4;4;männlich;1986;37;(Fach-) Abitur;2;1;2;1;2;1;Verkehr, Logistik, Sicherheit;2;NA;2023-04-25T09:58:15Z;514;TRUE
682;3 Nichtnutzung ChatGPT;5;4;0;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;2;4;4;3;3;eher profitieren;ja;3;5;4;4;"Alexa; Siri; CHPT";1;1;2;1;4;1;1;1;1;1;4;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1974;49;(Fach-) Abitur;1;1;1;1;2;1;Verarbeitung, Produktion, Technik;4;NA;2023-04-25T10:09:43Z;386;TRUE
683;1 Unkenntnis KI;3;0;90;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;3;4;4;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1987;36;10. Klasse;1;1;2;1;1;1;Verarbeitung, Produktion, Technik;4;NA;2023-04-25T10:14:43Z;124;TRUE
684;3 Nichtnutzung ChatGPT;2;1;50;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;4;5;5;4;eher profitieren;ja;4;4;4;4;Chap<br>;2;2;2;2;2;2;2;2;2;2;2;ja;ja;3;aus Internetforen und Plattformen;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;3;3;4;4;4;3;4;3;4;3;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1965;58;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;2;Nein;2023-04-25T10:15:14Z;223;TRUE
685;1 Unkenntnis KI;4;4;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;3;3;3;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1982;41;10. Klasse;1;2;1;1;1;1;In einem anderen Bereich.;1;Nein;2023-04-25T10:15:24Z;157;TRUE
686;1 Unkenntnis KI;2;2;240;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;3;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1978;45;(Fach-) Abitur;1;1;1;1;2;1;Ich befinde mich noch in einer Ausbildung.;3;NA;2023-04-25T10:15:26Z;78;TRUE
687;1 Unkenntnis KI;5;5;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;5;2;4;4;3;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1958;65;10. Klasse;1;1;1;2;1;1;Verarbeitung, Produktion, Technik;3;NA;2023-04-25T10:16:31Z;248;TRUE
688;1 Unkenntnis KI;3;2;90;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;4;3;4;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1969;54;(Fach-) Abitur;1;1;1;1;2;1;Verarbeitung, Produktion, Technik;2;NA;2023-04-25T10:16:44Z;143;TRUE
